brand,model,year,price,mileage,fuelType,transmission,engineSize
Daihatsu,Terios,2015,"Rp155,000,000","61,614",Bensin,Manual,1500
Daihatsu,Gran max,2023,"Rp193,000,000","25,234",Bensin,Manual,1300
Daihatsu,Gran max,2021,"Rp178,000,000","68,312",Bensin,Manual,1500
Daihatsu,Gran max,2021,"Rp193,000,000","44,332",Bensin,Automatic,1500
Daihatsu,Ayla,2023,"Rp150,000,000","10,907",Bensin,Manual,1200
Daihatsu,Ayla,2015,"Rp98,000,000","37,539",Bensin,Automatic,1000
Daihatsu,Xenia,2021,"Rp175,000,000","68,931",Bensin,Manual,1300
Daihatsu,Terios,2023,"Rp245,000,000","24,133",Bensin,Automatic,1500
Daihatsu,Terios,2021,"Rp208,000,000","41,108",Bensin,Automatic,1500
Daihatsu,Ayla,2021,"Rp138,000,000","49,973",Bensin,Automatic,1200
Daihatsu,Terios,2022,"Rp220,000,000","39,232",Bensin,Automatic,1500
Daihatsu,Ayla,2023,"Rp132,000,000","14,454",Bensin,Manual,1200
Daihatsu,Ayla,2020,"Rp120,000,000","11,024",Bensin,Manual,1200
Daihatsu,Xenia,2016,"Rp118,000,000","110,000",Bensin,Manual,1300
Daihatsu,Xenia,2013,"Rp115,000,000","125,144",Bensin,Manual,1300
Daihatsu,Ayla,2023,"Rp135,000,000","11,203",Bensin,Manual,1200
Daihatsu,Ayla,2021,"Rp98,000,000","53,556",Bensin,Manual,1200
Daihatsu,Terios,2020,"Rp208,000,000","47,173",Bensin,Automatic,1500
Daihatsu,Ayla,2023,"Rp175,000,000","8,945",Bensin,Automatic,1200
Daihatsu,Sigra,2024,"Rp148,000,000","5,000",Bensin,Manual,1200
Daihatsu,Sigra,2023,"Rp344,000,000","34,926",Bensin,Manual,1200
Daihatsu,Sigra,2023,"Rp145,000,000","35,000",Bensin,Manual,1200
Daihatsu,Sigra,2023,"Rp125,000,000","22,358",Bensin,Manual,1000
Daihatsu,Sigra,2022,"Rp128,000,000","62,768",Bensin,Manual,1200
Daihatsu,Sigra,2021,"Rp128,000,000","59,907",Bensin,Manual,1200
Daihatsu,Gran max,2018,"Rp115,000,000","86,510",Bensin,Manual,1300
Daihatsu,Gran max,2022,"Rp145,000,000","12,345",Bensin,Manual,1500
Daihatsu,Gran max,2019,"Rp117,000,000","86,000",Bensin,Manual,1300
Daihatsu,Xenia,2023,"Rp248,000,000","3,000",Bensin,Automatic,1300
Daihatsu,Xenia,2021,"Rp178,000,000","36,602",Bensin,Manual,1300
Daihatsu,Gran max,2019,"Rp120,000,000","87,000",Bensin,Manual,1300
Daihatsu,Gran max,2017,"Rp83,000,000","201,000",Bensin,Manual,1300
Daihatsu,Xenia,2021,"Rp175,000,000","34,408",Bensin,Manual,1300
Daihatsu,Xenia,2021,"Rp175,000,000","95,744",Bensin,Manual,1300
Daihatsu,Xenia,2015,"Rp178,000,000","140,046",Bensin,Manual,1300
Daihatsu,Xenia,2021,"Rp175,000,000","104,018",Bensin,Automatic,1300
Daihatsu,Xenia,2023,"Rp188,000,000","23,439",Bensin,Manual,1300
Daihatsu,Xenia,2022,"Rp195,000,000","37,053",Bensin,Manual,1300
Daihatsu,Xenia,2022,"Rp198,000,000","8,390",Bensin,Manual,1300
Daihatsu,Gran max,2020,"Rp135,000,000","70,770",Bensin,Manual,1300
Daihatsu,Xenia,2022,"Rp203,000,000","34,934",Bensin,Automatic,1300
Daihatsu,Ayla,2019,"Rp110,000,000","51,000",Bensin,Automatic,1000
Daihatsu,Xenia,2014,"Rp110,000,000","57,802",Bensin,Manual,1300
Daihatsu,Terios,2022,"Rp175,000,000","28,000",Bensin,Manual,1500
Daihatsu,Terios,2014,"Rp122,000,000","125,000",Bensin,Manual,1500
Daihatsu,Terios,2013,"Rp112,000,000","127,000",Bensin,Automatic,1500
Daihatsu,Sigra,2023,"Rp130,000,000","26,728",Bensin,Automatic,1200
Daihatsu,Ayla,2022,"Rp129,000,000","45,725",Bensin,Manual,1200
Daihatsu,Ayla,2022,"Rp127,000,000","48,311",Bensin,Automatic,1200
Daihatsu,Terios,2023,"Rp247,000,000","21,390",Bensin,Automatic,1500
Daihatsu,Sigra,2021,"Rp111,000,000","60,775",Bensin,Manual,1000
Daihatsu,Xenia,2021,"Rp180,000,000","67,457",Bensin,Manual,1300
Daihatsu,Xenia,2019,"Rp175,000,000","22,723",Bensin,Manual,1300
Daihatsu,Ayla,2021,"Rp136,000,000","53,498",Bensin,Automatic,1200
Daihatsu,Terios,2023,"Rp256,000,000","21,389",Bensin,Automatic,1500
Daihatsu,Xenia,2020,"Rp169,000,000","34,480",Bensin,Manual,1300
Daihatsu,Terios,2013,"Rp119,000,000","226,237",Bensin,Manual,1500
Daihatsu,Ayla,2019,"Rp115,000,000","25,526",Bensin,Manual,1000
Daihatsu,Ayla,2022,"Rp131,000,000","21,529",Bensin,Manual,1200
Daihatsu,Terios,2022,"Rp233,000,000","5,155",Bensin,Manual,1500
Daihatsu,Xenia,2017,"Rp163,000,000","33,603",Bensin,Manual,1300
Daihatsu,Xenia,2018,"Rp165,000,000","38,543",Bensin,Manual,1300
Daihatsu,Ayla,2016,"Rp105,000,000","57,967",Bensin,Manual,1000
Daihatsu,Xenia,2009,"Rp99,000,000","23,230",Bensin,Manual,1300
Daihatsu,Terios,2017,"Rp169,000,000","45,642",Bensin,Manual,1500
Daihatsu,Xenia,2016,"Rp139,000,000","100,000",Bensin,Manual,1300
Daihatsu,Ayla,2020,"Rp119,000,000","20,481",Bensin,Manual,1200
Daihatsu,Terios,2017,"Rp185,000,000","30,001",Bensin,Manual,1500
Daihatsu,Ayla,2019,"Rp122,000,000","5,001",Bensin,Automatic,1000
Daihatsu,Xenia,2008,"Rp85,000,000","195,802",Bensin,Manual,1300
Daihatsu,Xenia,2020,"Rp150,000,000","74,000",Bensin,Automatic,1300
Daihatsu,Gran max,2013,"Rp77,000,000","193,676",Bensin,Manual,1300
Daihatsu,Sigra,2023,"Rp149,000,000","19,827",Bensin,Automatic,1200
Daihatsu,Sigra,2021,"Rp137,000,000","25,782",Bensin,Automatic,1200
Daihatsu,Sigra,2022,"Rp144,000,000","32,958",Bensin,Automatic,1200
Daihatsu,Gran max,2024,"Rp145,000,000","1,802",Bensin,Manual,1500
Daihatsu,Sigra,2017,"Rp119,000,000","31,870",Bensin,Manual,1200
Daihatsu,Gran max,2022,"Rp135,000,000","11,100",Bensin,Manual,1500
Daihatsu,Gran max,2011,"Rp85,000,000","227,549",Bensin,Manual,1300
Daihatsu,Sigra,2018,"Rp105,000,000","122,022",Bensin,Automatic,1200
Daihatsu,Xenia,2020,"Rp174,000,000","34,476",Bensin,Manual,1300
Daihatsu,Gran max,2023,"Rp142,000,000","2,001",Bensin,Manual,1500
Daihatsu,Ayla,2017,"Rp105,000,000","8,680",Bensin,Manual,1000
Daihatsu,Ayla,2018,"Rp130,000,000","56,326",Bensin,Manual,1000
Daihatsu,Xenia,2013,"Rp104,000,000","166,000",Bensin,Manual,1300
Daihatsu,Ayla,2023,"Rp150,000,000","123,456",Bensin,Manual,1200
Daihatsu,Ayla,2024,"Rp100,000,000","86,000",Bensin,Automatic,1200
Daihatsu,Xenia,2015,"Rp125,000,000","120,000",Bensin,Manual,1300
Daihatsu,Xenia,2014,"Rp120,000,000","100,000",Bensin,Manual,1300
Daihatsu,Xenia,2017,"Rp145,000,000","85,000",Bensin,Manual,1300
Daihatsu,Xenia,2014,"Rp130,000,000","123,456",Bensin,Manual,1300
Daihatsu,Xenia,2013,"Rp108,000,000","123,456",Bensin,Manual,1300
Daihatsu,Xenia,2011,"Rp105,000,000","123,456",Bensin,Manual,1300
Daihatsu,Xenia,2011,"Rp115,000,000","115,000",Bensin,Manual,1300
Daihatsu,Xenia,2017,"Rp150,000,000","10,000",Bensin,Manual,1300
Daihatsu,Ayla,2014,"Rp85,000,000","75,000",Bensin,Manual,1000
Daihatsu,Xenia,2015,"Rp135,000,000","99,000",Bensin,Manual,1300
Daihatsu,Xenia,2013,"Rp95,000,000","130,000",Bensin,Manual,1300
Daihatsu,Xenia,2011,"Rp90,000,000","99,000",Bensin,Manual,1300
Daihatsu,Terios,2017,"Rp180,000,000","91,000",Bensin,Manual,1500
Daihatsu,Xenia,2012,"Rp98,000,000","104,241",Bensin,Manual,1300
Daihatsu,Ayla,2014,"Rp83,000,000","48,954",Bensin,Manual,1000
Daihatsu,Ayla,2016,"Rp95,000,000","125,000",Bensin,Manual,1000
Daihatsu,Ayla,2022,"Rp118,000,000","30,000",Bensin,Manual,1200
Daihatsu,Xenia,2018,"Rp151,000,000","52,000",Bensin,Manual,1300
Daihatsu,Ayla,2017,"Rp115,000,000","90,000",Bensin,Manual,1000
Daihatsu,Xenia,2016,"Rp140,000,000","70,000",Bensin,Manual,1300
Daihatsu,Ayla,2019,"Rp130,000,000","55,000",Bensin,Manual,1000
Daihatsu,Xenia,2007,"Rp80,000,000","170,000",Bensin,Manual,1300
Daihatsu,Xenia,2015,"Rp127,000,000","20,000",Bensin,Manual,1300
Daihatsu,Xenia,2014,"Rp137,000,000","123,456",Bensin,Manual,1300
Daihatsu,Terios,2019,"Rp195,000,000","70,000",Bensin,Manual,1500
Daihatsu,Terios,2019,"Rp190,000,000","60,000",Bensin,Manual,1500
Daihatsu,Terios,2015,"Rp147,000,000","90,000",Bensin,Manual,1500
Daihatsu,Terios,2008,"Rp125,000,000","1,111",Bensin,Manual,1500
Daihatsu,Xenia,2011,"Rp105,000,000","138,000",Bensin,Manual,1300
Daihatsu,Ayla,2014,"Rp93,000,000","73,000",Bensin,Manual,1000
Daihatsu,Gran max,2016,"Rp163,000,000","80,000",Bensin,Manual,1300
Daihatsu,Terios,2022,"Rp205,000,000","50,000",Bensin,Manual,1500
Daihatsu,Ayla,2020,"Rp110,000,000","50,000",Bensin,Manual,1200
Daihatsu,Terios,2013,"Rp118,000,000","158,000",Bensin,Manual,1500
Daihatsu,Xenia,2010,"Rp95,000,000","11,000",Bensin,Manual,1300
Daihatsu,Ayla,2018,"Rp125,000,000","75,000",Bensin,Automatic,1000
Daihatsu,Gran max,2023,"Rp185,000,000","30,000",Bensin,Manual,1300
Daihatsu,Terios,2022,"Rp209,000,000","3,000",Bensin,Automatic,1500
Daihatsu,Ayla,2017,"Rp100,000,000","1,111",Bensin,Manual,1000
Daihatsu,Ayla,2021,"Rp125,000,000","15,000",Bensin,Automatic,1200
Daihatsu,Ayla,2018,"Rp115,000,000","80,000",Bensin,Automatic,1000
Daihatsu,Gran max,2024,"Rp185,000,000","1,111",Bensin,Automatic,1300
Daihatsu,Terios,2022,"Rp209,000,000","35,000",Bensin,Automatic,1500
Daihatsu,Terios,2018,"Rp190,000,000","42,000",Bensin,Automatic,1500
Daihatsu,Terios,2018,"Rp192,000,000","58,000",Bensin,Manual,1500
Daihatsu,Ayla,2022,"Rp137,000,000","10,000",Bensin,Automatic,1200
Daihatsu,Ayla,2014,"Rp88,000,000","80,000",Bensin,Manual,1000
Daihatsu,Terios,2011,"Rp135,000,000","100,000",Bensin,Manual,1500
Daihatsu,Terios,2020,"Rp199,000,000","50,000",Bensin,Automatic,1500
Daihatsu,Ayla,2017,"Rp80,000,000","75,000",Bensin,Manual,1000
Daihatsu,Terios,2016,"Rp150,000,000","43,000",Bensin,Manual,1500
Daihatsu,Xenia,2015,"Rp115,000,000","80,000",Bensin,Manual,1300
Daihatsu,Xenia,2013,"Rp117,000,000","1,000",Bensin,Manual,1300
Daihatsu,Terios,2014,"Rp145,000,000","90,000",Bensin,Manual,1500
Daihatsu,Xenia,2012,"Rp92,000,000","82,000",Bensin,Manual,1300
Daihatsu,Ayla,2018,"Rp100,000,000","30,000",Bensin,Manual,1000
Daihatsu,Ayla,2017,"Rp80,000,000","1,000",Bensin,Manual,1000
Daihatsu,Xenia,2012,"Rp79,000,000","92,000",Bensin,Manual,1300
Daihatsu,Sigra,2019,"Rp115,000,000","51,000",Bensin,Manual,1200
Daihatsu,Sigra,2016,"Rp110,000,000","90,000",Bensin,Manual,1200
Daihatsu,Sigra,2022,"Rp140,000,000","20,000",Bensin,Manual,1200
Daihatsu,Sigra,2019,"Rp140,000,000","80,000",Bensin,Manual,1200
Daihatsu,Sigra,2017,"Rp145,000,000","112,000",Bensin,Manual,1200
Daihatsu,Sigra,2018,"Rp115,000,000","60,000",Bensin,Manual,1200
Daihatsu,Sigra,2016,"Rp120,000,000","85,000",Bensin,Manual,1200
